Basin,Country 1,Country 2,Description,Scale
between the Indian village of Rangmadi in the northeastern state of Tripura and Sigiura in Bangladesh.  It's either GANG or KNFL -- my guess is KNFL because of Kaptai dam and history of conflict in area.,BGD,IND,A spokesman for India's Border Security Force (BSF) said two Bangladeshi troopers were killed in a three-hour shoot-out with Indian paramilitary police over an argument about where an irrigation channel should be dug.  The spokesman said shooting began when Bangladeshis refused to stop digging a ditch that the BSF said was on the border.  He said three BSF men were wounded in the incident which took place between the Indian village of Rangmadi in the northeastern state of Tripura and Sigiura in Bangladesh.,-5
Iraq,IRQ,OTH,The International Committee of the Red Cross (ICRC) on Apr 2 sent more than 300 tonnes of relief supplies to Iraq  including badly-needed wheat. A convoy of 13 trucks carried power generators  water filters  food  blankets and medicine donated by Indonesia. Many Iraqis  suffering from six weeks of allied bombing during the Gulf War that destroyed water and sewage networks  are drinking water from the polluted Tigris River. The ICRC and other Western relief agencies are racing against time to prevent an outbreak of disease in Iraq. Amman is the main relief supply route for Iraq and the Apr 2 ICRC convoy was the ninth sent by the committee from the Jordanian capital in less than a month.,
Libby dam on Kootenai River,CAN,USA,Announcement of Wein's death. Wein sculptured the largest granite bas-relief on a structure in the US - a 75-ton 27-by-30-foot sculpture on the Libby Dam in northwest Montana. The dam  which spans the Kootenai River  is part of a joint project between the US & Canada. The relief  with figures of horses  salmon  & an Indian taming the river  symbolizes cooperation between the countries.,2
Iraq,IRQ,OTH,The International Committee of the Red Cross (ICRC) sent another relief convoy to Iraq  where infants are dying of diarrhea after allied bombing smashed mains water and sewerage systems. The convoy  accompanied by 11 ICRC envoys  is the 12th in a month from Jordan  the only reliable land route to Iraq. The trucks carried sanitation material  diesel fuel and patrol for generators to operate water purification plants. Relief officials say about 70 percent of Baghdad's population now has small quantities of safe drinking water. Werner Kaspar  ICRC chief delegate in Jordan  said his committee had so far sent 2 753 tonnes of relief supplies  including water treatment equipment and food  to Iraq from Amman alone.,
not specified,ISR,TUR,The Turkish prime minister told Israel that Turkey can supply more water to the Middle East via pipelines.,1
Jordan  Tigris-Euphrates,JOR,TUR,"Turkish President Turgut Ozal discussed a plan with Israeli opposition Labour Party leader Shimon Peres  to ease Middle East tension by pumping Turkish water to parched areas of the region  Peres said.  Ozal and Peres  both visiting the Netherlands to address an international business conference on Middle East issues  met on April 8 to discuss the creation of a water pipeline from Turkey through neighbouring states. ""He (Ozal) is ready to create such a pipeline "" Peres  a former Israeli prime minister  said.  He said the pipeline could extend as far as the Palestinian West Bank  which Israel has occupied since 1967.  Turkey in recent years has unveiled a multi-billion-dollar project to divert water from two of its rivers to solve a chronic shortage in parched areas of the Middle East like the Gulf states. The pipeline would traverse thousands of km (miles) through Syria  Jordan and Saudi Arabia  pumping water from southern Turkey to the Arabian peninsula.",
Jordan  Tigris-Euphrates,JOR,TUR,"Turkish President Turgut Ozal discussed a plan with Israeli opposition Labour Party leader Shimon Peres  to ease Middle East tension by pumping Turkish water to parched areas of the region  Peres said.  Ozal and Peres  both visiting the Netherlands to address an international business conference on Middle East issues  met on April 8 to discuss the creation of a water pipeline from Turkey through neighbouring states. ""He (Ozal) is ready to create such a pipeline "" Peres  a former Israeli prime minister  said.  He said the pipeline could extend as far as the Palestinian West Bank  which Israel has occupied since 1967.  Turkey in recent years has unveiled a multi-billion-dollar project to divert water from two of its rivers to solve a chronic shortage in parched areas of the Middle East like the Gulf states. The pipeline would traverse thousands of km (miles) through Syria  Jordan and Saudi Arabia  pumping water from southern Turkey to the Arabian peninsula.",
Jordan  Tigris-Euphrates,SYR,TUR,"Turkish President Turgut Ozal discussed a plan with Israeli opposition Labour Party leader Shimon Peres  to ease Middle East tension by pumping Turkish water to parched areas of the region  Peres said.  Ozal and Peres  both visiting the Netherlands to address an international business conference on Middle East issues  met on April 8 to discuss the creation of a water pipeline from Turkey through neighbouring states. ""He (Ozal) is ready to create such a pipeline "" Peres  a former Israeli prime minister  said.  He said the pipeline could extend as far as the Palestinian West Bank  which Israel has occupied since 1967.  Turkey in recent years has unveiled a multi-billion-dollar project to divert water from two of its rivers to solve a chronic shortage in parched areas of the Middle East like the Gulf states. The pipeline would traverse thousands of km (miles) through Syria  Jordan and Saudi Arabia  pumping water from southern Turkey to the Arabian peninsula.",
Jordan  Tigris-Euphrates,SYR,TUR,"Turkish President Turgut Ozal discussed a plan with Israeli opposition Labour Party leader Shimon Peres  to ease Middle East tension by pumping Turkish water to parched areas of the region  Peres said.  Ozal and Peres  both visiting the Netherlands to address an international business conference on Middle East issues  met on April 8 to discuss the creation of a water pipeline from Turkey through neighbouring states. ""He (Ozal) is ready to create such a pipeline "" Peres  a former Israeli prime minister  said.  He said the pipeline could extend as far as the Palestinian West Bank  which Israel has occupied since 1967.  Turkey in recent years has unveiled a multi-billion-dollar project to divert water from two of its rivers to solve a chronic shortage in parched areas of the Middle East like the Gulf states. The pipeline would traverse thousands of km (miles) through Syria  Jordan and Saudi Arabia  pumping water from southern Turkey to the Arabian peninsula.",
Jordan  Tigris-Euphrates,ISR,TUR,"Turkish President Turgut Ozal discussed a plan with Israeli opposition Labour Party leader Shimon Peres  to ease Middle East tension by pumping Turkish water to parched areas of the region  Peres said.  Ozal and Peres  both visiting the Netherlands to address an international business conference on Middle East issues  met on April 8 to discuss the creation of a water pipeline from Turkey through neighbouring states. ""He (Ozal) is ready to create such a pipeline "" Peres  a former Israeli prime minister  said.  He said the pipeline could extend as far as the Palestinian West Bank  which Israel has occupied since 1967.  Turkey in recent years has unveiled a multi-billion-dollar project to divert water from two of its rivers to solve a chronic shortage in parched areas of the Middle East like the Gulf states. The pipeline would traverse thousands of km (miles) through Syria  Jordan and Saudi Arabia  pumping water from southern Turkey to the Arabian peninsula.",1
Jordan  Tigris-Euphrates,ISR,TUR,"Turkish President Turgut Ozal discussed a plan with Israeli opposition Labour Party leader Shimon Peres  to ease Middle East tension by pumping Turkish water to parched areas of the region  Peres said.  Ozal and Peres  both visiting the Netherlands to address an international business conference on Middle East issues  met on April 8 to discuss the creation of a water pipeline from Turkey through neighbouring states. ""He (Ozal) is ready to create such a pipeline "" Peres  a former Israeli prime minister  said.  He said the pipeline could extend as far as the Palestinian West Bank  which Israel has occupied since 1967.  Turkey in recent years has unveiled a multi-billion-dollar project to divert water from two of its rivers to solve a chronic shortage in parched areas of the Middle East like the Gulf states. The pipeline would traverse thousands of km (miles) through Syria  Jordan and Saudi Arabia  pumping water from southern Turkey to the Arabian peninsula.",1
n/a,IRN,IRQ,"Teheran's ambassador to Germany on Apr 11 said Iran needs 300 million dollars  now to provide emergency aid for hundreds of thousands of refugees from Iraq.  ""International aid so far has been insignificant  they have just sent a few planes "" he told a news conference. ""With the help we are getting we cannot look after 800 000 refugees."" He said power generators  water purifying machinery  shelter and medicine were needed for the refugees  some of whom had been shot at and wounded by Iraqi troops as they fled. At least 1.2 million refugees have so far fled to Iran or Turkey after Iraqi President Saddam Hussein's troops crushed the revolts which flared in the aftermath of the Gulf War. ""If we really want to help properly we need 300 million dollars in immediate aid "" Mousavian said. ""It is important that the international community should see this as an international matter and not Iran's internal affair "" he added  and criticised the West for sending most of its aid to Turkey.",-1
n/a,IRN,UKN,"Teheran's ambassador to Germany on Apr 11 said Iran needs 300 million dollars  now to provide emergency aid for hundreds of thousands of refugees from Iraq.  ""International aid so far has been insignificant  they have just sent a few planes "" he told a news conference. ""With the help we are getting we cannot look after 800 000 refugees."" He said power generators  water purifying machinery  shelter and medicine were needed for the refugees  some of whom had been shot at and wounded by Iraqi troops as they fled. At least 1.2 million refugees have so far fled to Iran or Turkey after Iraqi President Saddam Hussein's troops crushed the revolts which flared in the aftermath of the Gulf War. ""If we really want to help properly we need 300 million dollars in immediate aid "" Mousavian said. ""It is important that the international community should see this as an international matter and not Iran's internal affair "" he added  and criticised the West for sending most of its aid to Turkey.",-1
Basra,IRQ,INT,"Iraq restored electricity and water supplies to most residential areas of Iraq's southern Basra governorate  the Iraqi News Agency (INA) said on Apr 13. The announcement coincided with Iranian reports that rebels had clashed with government troops on Apr 12 in the port of Basra and that fighting was still going on in Amara and Nassiriya  north and north-west of the provincial capital. Basra  Iraq's second city  was heavily bombed by the U.S.-led allies during the six-week Gulf War. It also saw fierce fighting when Shi'ite Moslem rebels rose against President Saddam Hussein immediately after the war ended on February 28. INA  monitored by the British Broadcasting Corporation  quoted Basra governor Latif Hammoud as saying two power plants  heavily damaged by ""imperialist aggression and acts of sabotage "" had been repaired. He said power would be restored to the entire governorate within a few days. Hammoud said the water supply system and sewers had been completely repaired and all areas in the governorate had pure drinking water.",
n/a,CAN,DOM,The Dominican Republic settled a dispute with a Canadian power company over a 20 million dollar bank withdrawal. A government communique said the Canadian consortium Hydro Quebec-Sofati Ltd had agreed to return the 20 million dollars to the New York bank account and renegotiate its contract with the Caribbean country. Hydro Quebec had signed a four-year 60-million-dollar contract to replace the electricity lines in the capital  Santo Domingo. The dispute had strained relations between the two countries. Under the agreement signed two days ago in Washington  the two sides will renegotiate their deal and the funds will go back in the bank. ,
n/a,DOM,OTH,The Dominican Republic settled a dispute with a Canadian power company over a 20 million dollar bank withdrawal. A government communique said the Canadian consortium Hydro Quebec-Sofati Ltd had agreed to return the 20 million dollars to the New York bank account and renegotiate its contract with the Caribbean country. Hydro Quebec had signed a four-year 60-million-dollar contract to replace the electricity lines in the capital  Santo Domingo. The dispute had strained relations between the two countries. Under the agreement signed two days ago in Washington  the two sides will renegotiate their deal and the funds will go back in the bank. ,2
Iraq,IRQ,OTH,The International Committee of the Red Cross (ICRC) sent a convoy of fuel and medicine to Iraq on Apr 13 as part of an effort to deliver relief supplies to areas outside Baghdad. The ICRC said the convoy  its 13th from Jordan  included 10 watertankers and two fuel trucks carrying 23 tonnes of diesel and gasoline. An ICRC spokesman said some of the supplies would be sent from Baghdad to the south  where fighting between Iraqi soldiers and Shi'ite Moslem rebels has worsened already severe food  medicine and water shortages. Relief agencies are also trying to deliver food and medicine to northern Iraq  scene of a Kurdish uprising after Baghdad's Gulf War defeat.,3
Amu Darya,TKM,UZB,The presidents of Turkmenistan & Uzbekistan recognized that it is necessary to resolve the issue of dividing the flow of the Amu River equally at the Kerki water-metering station under recently adopted Agreement on Economic & Cultural Cooperation. Yet no concrete provisions for accomplising this were published. Indications that agreements do exist sometimes surface. For example  in an unpublicized inter-republic agreement  Tajikistan was apparently allocated a water quota for 1990 of 11.1 billion cubic meters.,4
Serbia,GRC,YGF,"President Slobodan Milosevic of the Yugoslav republic of Serbia said he wants to increase economic cooperation with Greece and the European Community. ""We found out there is great interest on Greece's part and the EC's part in the completion of major works in Serbia  such as a major road  water supply works and a modern railway network "" Milosevic told a news conference in Athens.",1
Serbia,EEC,YGF,"President Slobodan Milosevic of the Yugoslav republic of Serbia said he wants to increase economic cooperation with Greece and the European Community. ""We found out there is great interest on Greece's part and the EC's part in the completion of major works in Serbia  such as a major road  water supply works and a modern railway network "" Milosevic told a news conference in Athens.",1
Iraq,CZE,OTH,The Czechoslovak government planned to send several planeloads of aid to Iraq's Kurdish refugees  the state news agency CTK reported on Apr 21. Tents  blankets  clothing  canned food  disinfectants  water treatment equipment and other supplies worth 7.9 million crowns (over 282 000 dollars) will be flown out by U.S. military aircraft. The first plane is scheduled to leave on Apr 21.,1
"Tumbes, Peru",EEC,PER,"The European Community gave a 13 million dollar credit for an irrigation project in the northern province of Tumbes  Peru.  Abel Matute  a European Community commissioner in charge of cooperation with Latin America  told reporters the credit would be used for irrigation in the Tumbes River valley.  Matute and Peruvian Foreign Minister Carlos Torres signed the agreement after the EC official met President Alberto Fujimori. ""Mr Fujimori is treading on the right economic path "" Matute said  praising the drastic anti-inflation programme which the government decreed last August. The policy aims to pull Peru out of its worst economic crisis for decades. ",4
common rivers- FNNY  GANG  KNFL,BGD,IND,"Bangladeshi and Indian officials began talks on a long-standing dispute over sharing water from their common rivers.  The talks are aimed at reviving a water sharing agreement that expired in October 1988.  ""Deliberations on the first day have been fruitful and constructive "" the leader of the six-member Bangladesh delegation at the two-day talks  Abdul Malik  told reporters.  ""Both sides exchanged respective ideas about sharing the rivers' water  including the dry season flow of the mighty Ganges "" said Malik  secretary of irrigation  water resources and flood control.",1
common rivers- FNNY  GANG  KNFL,BGD,IND,"Bangladeshi and Indian officials began talks on a long-standing dispute over sharing water from their common rivers.  The talks are aimed at reviving a water sharing agreement that expired in October 1988.  ""Deliberations on the first day have been fruitful and constructive "" the leader of the six-member Bangladesh delegation at the two-day talks  Abdul Malik  told reporters.  ""Both sides exchanged respective ideas about sharing the rivers' water  including the dry season flow of the mighty Ganges "" said Malik  secretary of irrigation  water resources and flood control.",1
common rivers- FNNY  GANG  KNFL,BGD,IND,"Bangladeshi and Indian officials began talks on a long-standing dispute over sharing water from their common rivers.  The talks are aimed at reviving a water sharing agreement that expired in October 1988.  ""Deliberations on the first day have been fruitful and constructive "" the leader of the six-member Bangladesh delegation at the two-day talks  Abdul Malik  told reporters.  ""Both sides exchanged respective ideas about sharing the rivers' water  including the dry season flow of the mighty Ganges "" said Malik  secretary of irrigation  water resources and flood control.",1
Shared basin are ARAL  HARI  MRGB  but Nangarhar valley is on the Kabul River  part of the Indus.,AFG,USR,Ghofran  the minister of agriculture & land reforms of the Republic of Afghanistan today had a meeting with the delegation of Uzbekistan Soviet Socialist Republic  headed by the minister of irrigation & water resources  Abdullayovich. The 2 sides debated Uzbekistan assistance to Afghanistant in agriculture. Uzbekistan promised to help Afghanistan in reviving part of the Nangarhar Valley development project  especially irrigation systems. The delegation has visited Jalalabad city  the center of Nangarhar Province  Daronta hydroelectric dam & Oliv factory & expressed cooperation with these projects. A Protocol of cooperation between the Ministry of Water & Electricity of the Republic of Afghanistan & the Ministry of Land Reclamation & Water Resources of Uzbekistan Soviet Socialist Republic was signed today. The Soviet side will render all-out cooperation with irrigation projects of Afghanistan  which are built with the assistance of USSR  & withf water resources development in Afghanistan. A protocol of technical & economic cooperation between the ministries of Afghanistan and Uzbekistan was aslo signed today.,4
Somalia,EEC,SOM,"The European Community pledged 3.6 million dollars to aid Somalia on May 2.  ""Millions of victims are suffering the effects of the civil war which has caused the destruction of a major part of the country's infrastructure  the abandonment of part of the health service  a serious shortage of food and drinkable water and migration involving a large number of people who have left the biggest cities "" it said in a statement. The payment takes to around 11 million Ecus (13.2 million dollars) the total aid granted by the Community and its member states to relieve the plight of those affected by the conflict  the European Commission said. The aid will be distributed by the International Committee of the Red Cross and the Munich-based Hermann Gmeiner Fonds Deutschland.",
out of basin transfer,CYP,GRC,The Cypriot government announced on May 3  that it will import water from the Greek Island of Crete to counter the effects of the worst drought in 20 years.,1
Iran,IRN,JPN,"Seifollah Vahid Dastjerdi head of Iran's Red Crescent Society criticized Japan for sending too little aid.  Dastjerdi said the help Iran had received was ""negligible"" -- singling out Japan as the country sending the least.  ""With the approach of summer and shortage of drinking water in areas inhabited by the refugees  the likelihood of epidemic diseases spreading among them...is high "" the Iranian news agency IRNA quoted Dastjerdi as saying.  Tehran Radio quoted Dastjerdi as saying France was the biggest aid donor  sending 27 planeloads of supplies weighing 900 tonnes. Japan was the smallest with 91 tonnes.",-1
Parana River,BRA,PRY,Brazil President Collor de Mello & Paraguay President Rodriguez today inaugurated the final turbine of the Itaipu hydroelectric project that was built on the Parana River on the common border between the 2 countries. The project is the result of a treaty signed between the 2 coutnries in 1973 which provided for hydroelectric development of the Parana  River between Guaira-Salto de Sete Quedas & the Iguacu River.,2
Iran,IRQ,UNO,"The head of the office of the United Nations High Commissioner for Refugees (UNHCR) in Tehran on May 7 called for swift supplies of drinking water to curb the spread of disease among one million Iraqi Kurds in Iranian refugee camps. Omar Bakhet  head of the office of the United Nations High Commissioner for Refugees (UNHCR) in Tehran  said diarrhea was the most widspread of infectious diseases hitting children under five in the camps. ""Supply of drinking water for the refugees is a major problem which must be solved as soon as possible "" the Iranian news agency IRNA quoted Bakhet as saying. IRNA on May 4 quoted a doctor at a camp housing 160 000 Kurds in Iran's western Bakhtaran province as saying 200 refugees had died from infectious diseases. Iran's Red Crescent Society made a renewed appeal on May 6. It said many of the refugees lacked shelter and were threatened by epidemics. Bakhet told IRNA the UNHCR planned to provide nearly one million blankets  47 000 tents  596 tonnes of biscuits  750 tonnes of dates  149 tonnes of cheese  95 tonnes of other foodstuffs and 126 vehicles for the Kurdish refugees. IRNA quoted him as saying relief supplies sent to Iran was ""not at all sufficient"". Most of the Western aid has gone to Turkey  which has half as many Kurdish refugees on its border as Iran.",
Iraq,AUS,OTH,Australia sent more than 100 tonnes of medical supplies and water purification equipment on May 15 to Kurdish refugees in northern Iraq  an army spokesman said. The consignment left for Incerlik in Turkey aboard a giant Antonov An-124 aircraft supplied by the Soviet Union. Soviet President Mikhail Gorbachev had ensured the aircraft was made available  a Soviet airline spokesman said. A 70-member military medical team is due to fly out early on May 16 to join a safe haven operation for thousands of Kurdish refugees who fled to the mountains on the Iraq-Turkey border. Australia  which supplied three warships to the multinational force that ousted Iraqi forces from Kuwait  has flown 22 tonnes of tents  blankets  clothing and emergency food to Turkey for the Kurdish refugees.,4
pipelines from Turkey to Gulf states,TUR,OTH,Turkey Minister of State Celebi expressed his country's support for current efforts to establish security & stability in the Gulf. In an interview published today  Celebi replied to a question on dimensions of the water project proposed by Ankara government  which plans to lay freshwater pipelines from Turkey to the Gulf. He said that the project is 1 of elements that can effectively enhance economic relations between Turkey & the region's states & help establish required security  stability & peace in the region in the future. He denied possibility of exploiting this project in a manner that would threaten security in the region (i.e.  becoming dependent on importation of water). He stressed that the project wouldn't be used to threaten regional security  but rather it'll be an element of hope & stability.,1
Danube,CZS,HUN,Slovakia Premier Carnogursky told CTK today that Czechoslovakia is not breaching Trianon Treaty because Slovakia government has not yet decided to go ahead with completion of the hydroelectric power project on the Danube at Gabcikovo. Carnogursky was responding to yesterday's statement by Hungarian Premier Jozsef Antall that implementation of a unilateral Slovakian decision to divert the Danube's waters to Czechoslovakia would seriously breach Trianon Treaty of 1920. On Tuesday  the Slovakia government decided to ensure completion after 6/15/91 of Gabcikovo part of the joint Czech-Hungarian project without Hungary's participation or consent. The 2 governments' representatives are to meet in a last-ditch attempt to bring their stands into line before that date.,-1
Lake Tiberias,ISR,JOR,Press sources in Cairo said Jordan recently contacted Egypt government to discuss Israeli project to pump water from Lake Tiberias in Jordan & the effect of this project on Jordan's economy. The information suggests that the purpose of the project is to supply new Israeli settlements with water. Israel wants the pipeline to supply >2 000 new settlements. Egypt & Jordan have agreed to exert joint diplomatic efforts with various world forces to raise this issue & stop any such Israel scheme.,-3
Lake Tiberias,EGY,JOR,Press sources in Cairo said Jordan recently contacted Egypt government to discuss Israeli project to pump water from Lake Tiberias in Jordan & the effect of this project on Jordan's economy. The information suggests that the purpose of the project is to supply new Israeli settlements with water. Israel wants the pipeline to supply >2 000 new settlements. Egypt & Jordan have agreed to exert joint diplomatic efforts with various world forces to raise this issue & stop any such Israel scheme.,4
Lake Tiberias,EGY,ISR,Press sources in Cairo said Jordan recently contacted Egypt government to discuss Israeli project to pump water from Lake Tiberias in Jordan & the effect of this project on Jordan's economy. The information suggests that the purpose of the project is to supply new Israeli settlements with water. Israel wants the pipeline to supply >2 000 new settlements. Egypt & Jordan have agreed to exert joint diplomatic efforts with various world forces to raise this issue & stop any such Israel scheme.,-3
Freetown,NGA,SLE,The News Agency of Nigeria (NAN) said Nigerian soldiers guarded key installations in the capital of the West African state of Sierra Leone.  It said the troops were stationed at Freetown's Lungi airport  supply base for a six-nation peacekeeping force in neighbouring Liberia  and at water and electricity plants.  Lagos-based army spokesman Colonel Fred Chijuka  quoted by the agency  said the Nigerians would shoot if any of the plants came under threat.,1
Turkey,GFR,TUR,Germany signed an agreement involving a loan of 59.5 million marks (34.2 million dollars) to Turkey to finance part of Turkey's waste water purification and rain water drainage project  a Treasury statement said. The agreement was signed by German Ambassador to Turkey Ekkehard Eickoff and Mahfi Egilmez  deputy undersecretary of Turkish Treasury.,4
n/a,TZA,UGA,Ugandan President  Yoweri Museveni visited Tanzania's port of Tanga as part of efforts to establish a new trade outlet for his landlocked country.  Officials said Uganda wants to begin using the northern port of Tanga as an outlet for its external trade  which is now conducted through the Kenyan port of Mombasa and Tanzania's main port Dar es Salaam.  Museveni held talks with President Ali Hassan Mwinyi.  Officials said he and Mwinyi discussed the possibility of extending the existing railway line from Tanga to Arusha in northeastern Tanzania to Musoma on the shores of Lake Victoria  from where goods could be shipped by lake steamer to Uganda. ,1
Lake Chad,NER,TCD,Security forces from Nigeria  Cameroon  Chad and Niger patroled disputed areas along the shores of Lake Chad    the News Agency of Nigeria (NAN) said.  NAN gave no details of the disputed areas of the lake  which forms a frontier between the four countries  but said they included Nigerian territory where the state oil company  NNPC  was prospecting. ,5
Lake Chad,NGA,TCD,Security forces from Nigeria  Cameroon  Chad and Niger patroled disputed areas along the shores of Lake Chad    the News Agency of Nigeria (NAN) said.  NAN gave no details of the disputed areas of the lake  which forms a frontier between the four countries  but said they included Nigerian territory where the state oil company  NNPC  was prospecting. ,5
Lake Chad,CMR,NER,Security forces from Nigeria  Cameroon  Chad and Niger patroled disputed areas along the shores of Lake Chad    the News Agency of Nigeria (NAN) said.  NAN gave no details of the disputed areas of the lake  which forms a frontier between the four countries  but said they included Nigerian territory where the state oil company  NNPC  was prospecting. ,5
Lake Chad,CMR,NGA,Security forces from Nigeria  Cameroon  Chad and Niger patroled disputed areas along the shores of Lake Chad    the News Agency of Nigeria (NAN) said.  NAN gave no details of the disputed areas of the lake  which forms a frontier between the four countries  but said they included Nigerian territory where the state oil company  NNPC  was prospecting. ,5
Lake Chad,CMR,TCD,Security forces from Nigeria  Cameroon  Chad and Niger patroled disputed areas along the shores of Lake Chad    the News Agency of Nigeria (NAN) said.  NAN gave no details of the disputed areas of the lake  which forms a frontier between the four countries  but said they included Nigerian territory where the state oil company  NNPC  was prospecting. ,5
Lake Chad,NER,NGA,Security forces from Nigeria  Cameroon  Chad and Niger patroled disputed areas along the shores of Lake Chad    the News Agency of Nigeria (NAN) said.  NAN gave no details of the disputed areas of the lake  which forms a frontier between the four countries  but said they included Nigerian territory where the state oil company  NNPC  was prospecting. ,5
Danube,CZS,HUN,The Czechoslovakia cabinet approved guidelines for the Czech governmental delegation at talks with Hungary on the controversial Gabcikovo-Nagymaros twin-dam project on the Danube. Czechoslovakia wants bilaterally acceptable solution to be achieved as quickly as possible in order to minimize environmental  economic  & political damage arising from postponement of deadlines for project completion.,0
China,CHN,JPN,Japan granted China 14.7 billion yen (106 million dollars) in a package which will provide for the preservation of Buddhist relics  construction of irrigation facilities and an environmental centre. The assistance will also help fund Wuling University in Hunan province and a water purification plant in the northeast industrial city Changchun  a Japanese embassy official said. Chinese and Japanese officials exchanged notes on the grant on July 2. The funds will be used for materials and services obtained from Japanese suppliers  the embassy official said.,4
Danube,CZS,HUN,In an interview Tamas Katona  Hungary state secretary for foreign affairs  indicated that Hungary doesn't know what Czechoslavakia will do with regard to diverting Danube water. He notes that if they are really trying to divert the Danube on Slovakia territory  it will not be without consequences. There will be various retributions  various negotiating possibilities.,-1
Brahmaputra,BGD,CHN,Bangladesh and China today began a 3-day high-level meeting here on flood control and river training of the Brahmaputra. China's Vice-Minister of Water Resources and Electric Power  Shouqiang  who arrived Thursday  is leading the delegation at the meeting while the Bangladeshi team is headed by Malik  the Secretary of Ministry of Irrigation  Water Development  and Flood Control. The meeting is to review  approve and adopt a research report on flood control and river training project on the Brahmaputra in Bangladesh  which was prepared by a joint team of China-Bangladesh experts with financial and technical assistance with China. The river originates in China and is major contributor to Bangladesh floods. The meeting lasted 5 hours today and will continue on Saturday and Sunday.  ,1
Man-made river project,IRN,LBY,"Libyan leader  Gaddafi accepted an invitation to visist Iran.  This was announced on July 7 however no date was mentioned for the visit. Gaddafi played host to Rafsanjani's wife.  Gaddafi in turn invited Rafsanjani to attend celebrations marking the inauguration of the multibillion dollar ""Great Man-Made River"" project  a 1 200-mile pipeline that will link the Libyan desert in the south to farmland along the Mediterranean.",3
Heilongjiang River,CHN,RUS,"China and the Soviet Union will jointly set up a terraced hydropower station at Mohe on the Heilongjiang River  according to the latest issue of the Beijing Review. The weekly said that the normal water storage level of the key dam at the hydropower station is 400 meters  while backwater for upper reaches is 273 kilometers and that reservoir is 190 kilometers. This river section will become China's ""golden waterway"" in the north frontier  which from a development viewpoint will link with several railways and highways in China  Soviet Union  and Mongolia.",3
Ganges-Brahmaputra-Meghna*,BGD,IND,The approval of a joint study report on flood control and river training project on the Brahmaputra marks another positive development in Sino-Bangladesh bilateral cooperation. The report has been adopted in a just-concluded 3-day high-level meeting between Bangladesh and China. Prepared by a joint team of Chinese and Bangladeshi experts with technical and financial assistance from Beijing  the study report was submitted to the Bangladesh Prime Minister Zia yesterday. Zia thanked experts from the countries and appreciates financial and technical support extended by China to carry out the study Zia said the government would give serious consideration to implementing the recommenations in the report.,2
Kwanza (Cuanza) River,AGO,BRA,"Brazil financed a dam project through guaranteed oil deal with Angola.  The future of a billion dollar hydroelectric dam project in Angola has been assured through a complicated oil-for-finance deal with the Brazilian government  diplomats said.   The Capanda project  once described by the World Bank as an expensive ""white elephant""  is a Soviet-Brazilian-Angolan undertaking to dam and regulate the Kwanza river in Malange province and provide up to 520 megawatts of hydroelectric power for northern Angola.  Angolan and diplomatic sources said the renegotiation of Angola's 900 million dollar debt to Brazil led to an agreement for Angola to supply Brazil with 20 000 barrels of oil a year.",4
China,CHN,SGP,Singapore decided to give 30 000 U.S. dollars and medical supplies to flood victims in China the Foreign Ministry said in a statement.  Flooding in 18 of China's 30 provinces has caused extensive damage  injury and loss of life.,4
Manavgat (not international basin),CYP,TUR,Turkish prime minister reiterates an offer to share water with all of Cyprus. The statement was made in the context of broader Cyprus issues.,1
Danube,CZS,HUN,COMMENTARY by Czechoslovakia's Jelinek: If we complete Gabcikovo water project on our territory & deprive Hungary of a piece of the Danube  Hungary will make threats and sanctions (e.g.  none of our ships will make it to the lower reaches of this river  & trucking routes may also be affected). Several days of protests directly on site of the water project have come to nothing & construction is continuing in accordance with new plans. An official Hungary protest made at the beginning of this week against filling in of derivation canal has not at all influenced its course.,-1
Man-made river project,DZA,LBY,Libyan envoy  Khouildi Hamidi invited the Algerian president  Chadli Benjedid to visit Libya.  This was announced on Aug 6  and afterwards he had brought a message from Gaddafi.  Chadli was invited to attend the inauguration of a water pipeline project.  Hamidi said his meeting had been an opportunity to raise with Chadli the main Arab and international issues and bilateral relations.,3
Man-made river project,LBY,MAR,Libyan leader  Muammar Gaddafi through his envoy Mjaor Khoueldi Hamidi invited The Moroccon King  Hassan  to attend the inauguration of the first phase of the man made river. Major Khoueldi Hamidi arrived in Rabat to deliver the invitation to the Moroccan monarch.,3
Man-made river project,LBY,MAR,The Moroccon King  Hassan accepted an invitation to visit extended by Libyan leader  Muammar Gaddafi.  This was announced on Aug 9 to attend the inauguration of a water pipeline across the Libyan desert. The pipeline will take underground water from the Kufra oasis in southeastern Libya 2 000 kms (1 250 miles) across the desert to the cities of Benghazi  Tobruk and Tripoli. It will  further irrigate an estimated 200 000 hectares (500 000 acres).,3
Tumen River,PRK,KOR,South Korean news reports announced that South Korean big business wants to take part in a major river development project for North Korea. The Chosun Ilbo and the Hankook Ilbo newspapers quoted industrial sources as saying on August 11  that the country's top business groups  including Hyundai  Daewoo  Samsung and Dong Ah  were seeking ways to take part in dredging work at the mouth of the Tumen River where the borders of North Korea  China and the Soviet Union meet.,1
Man-made river project,LBY,KOR,Libyan leader  Muammar Gaddafi invited South Korea's President  Roh Tae-woo to Libya. This was announced on Aug 14 and would take place in Tripoli later this month.  Gaddafi sent an official invitation to Roh to attend the inauguration of a waterway on August 28 in Libya. It was the first time a Libyan leader had officially invited a South Korean leader.,3
