Entry ID,BCCODE,BCODE,Basin Name,CCODE,Country_Name,2016Update ID,2010_TREATY_DocID,TFDDID,Unified Primary 2016 Treaty ID,Primary2010_Treaty_DocID,PrimaryTFDDID, TFDDID Linkage,DocID Linkage,DocumentName,DateSigned,Signatories,DocType,Format,Source,Notes,LocationSigned,Region_Continent,PRIMARY_COUNTRY_SUBREGION,Treaty Basin(s),TFDD Basin(s),NumberParties,AdditionalComments,MinorAgreement,Reference to Precedence,Agreement Purpose,GeoScope,Issue Area,RBO,Infrastructure,Allocation,Alloc_Article,Alloc_Text,Hydropower,Hydro_Article,Hydropower_Text,Irrigation,Irrigation_Article,Groundwater,Groundwater_Article,Environment,Enviro_Article,Equity_Sustainability,Equity_Article,Equity_Sustainability_Text,LocalNeeds,LocalNeeds_Article,Construct_Right,Construct_Article,Construct_Ban,ConstructBan_Article,PriorNotification,PriorNotif_Article,Navigation,Nav_Article,Fishing,Fish_Article,BorderIssues,Border_Article,TerritorialIssues,Territorial_Article,NonWater Linkage,NonWater_Article,NonWaterLink_Comments,NonWater_Embed,Uncertainty Explicit,UncertExplicit_Article,VarMgmt,VarMgmt_Article,NeedsVariability,NeedsVar_Article,AltScenarios,AltScen_Article,PredictionModel,PredictionModel_Article,JointMgmt,JointMgmt_Article,CommName,TechCoop,TechCoop_Article,InfoExchange,InfoExchange_Article,Monitoring,Monitoring_Article,Conflict Resolution Mechanism,ConflictRes_Article,AgreeFinance,AgreeFinance_Article,StakeholderParticip,Stakeholder_Article,Consultations,Consulations_Article,Compensation,Compensation_Article,National_Prog_Law,NationalLaws_Article,NonSig_Riparians,NonSigInterests_Article,People_Interests,PeoplesInterests_Article,AmendMech,AmendMech_Article,Precedent_NotEst,PrecedentNotEst_Article,Precedent_Est,PrecedentEst_Article,Enforcement,EnforceMech,WaterDiv_Method,Basin_Name
1016,LPTA_BRA,LPTA,La Plata,BRA,Brazil,500,549,272,301,319,,0,301,Agreement for the multiple uses of the resources of the upper basin of the Bermejo river and the Grande de Tarija river,6/9/1995,"Argentina, Bolivia, Paraguay",7,Spanish,http://faolex.fao.org/,,San Ramon de la Nueva Oran,South America,South America,"Bermejo, Grande de Tarija",La Plata,2,Creates bi-national commission,N,2,2,5,"Joint Management, Infrastructure/Development",Y,Y,0,,,Y,"1, 12",,Y,1,N,,1,1,Y,1,"sustainable development, optimise the use of natural resources, rational and equitable managemnet of water resources",N,,N,,N,,1,,N,,Y,1,N,,N,,None,,,N,1,1,0,,N,,N,,N,,Y,the whole agreement,,Y,,N,,N,,"1, 3",13,Y,7,N,,Y,10,N,,N,,N,,N,,N,,N,,N,,N,None,None,La Plata
1001,LPTA_ARG,LPTA,La Plata,ARG,Argentina,500,549,272,301,319,,0,301,Agreement for the multiple uses of the resources of the upper basin of the Bermejo river and the Grande de Tarija river,6/9/1995,"Argentina, Bolivia, Paraguay",7,Spanish,http://faolex.fao.org/,,San Ramon de la Nueva Oran,South America,South America,"Bermejo, Grande de Tarija",La Plata,2,Creates bi-national commission,N,2,2,5,"Joint Management, Infrastructure/Development",Y,Y,0,,,Y,"1, 12",,Y,1,N,,1,1,Y,1,"sustainable development, optimise the use of natural resources, rational and equitable managemnet of water resources",N,,N,,N,,1,,N,,Y,1,N,,N,,None,,,N,1,1,0,,N,,N,,N,,Y,the whole agreement,,Y,,N,,N,,"1, 3",13,Y,7,N,,Y,10,N,,N,,N,,N,,N,,N,,N,,N,None,None,La Plata
759,GNRL_UKN,GNRL,General,UKN,Unknown,499,548,345,499,548,345,499,499,Protocol on shared watercouses in the Southern African Development Community (SADC) region,5/16/1995,N.A.,4,Electronic,,,N.A.,Africa,,SADC Region,General,2,Provides general framework for riparian interactions and the creation of river basin management institutions.,N.A.,0,0,2,Joint Management,N.A.,N.A.,0,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,Y,,Y,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,"""existing rules of general or customary international law relating to the utilisation and management… of shared watercourse systems""",General
1301,NMAN_LTU,NMAN,Neman,LTU,Lithuania,498,547,326,0,,,0,0,Agreement between the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus and the Environmental Protection Ministry of the Republic of Lithuania on cooperation in the field of environmental protection,4/14/1995,"Belarus, Lithuania",10,Russian,http://faolex.fao.org/,http://faolex.fao.org/docs/pdf/bi-21263.pdf,N.A.,Europe,Former Soviet Union,"Neman, Daugava","Daugava, Neman",1,Sets up permanent working group for the protection of transboundary watercourses and international lakes.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Neman
1296,NMAN_BLR,NMAN,Neman,BLR,Byelarus,498,547,326,0,,,0,0,Agreement between the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus and the Environmental Protection Ministry of the Republic of Lithuania on cooperation in the field of environmental protection,4/14/1995,"Belarus, Lithuania",10,Russian,http://faolex.fao.org/,http://faolex.fao.org/docs/pdf/bi-21263.pdf,N.A.,Europe,Former Soviet Union,"Neman, Daugava","Daugava, Neman",1,Sets up permanent working group for the protection of transboundary watercourses and international lakes.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Neman
354,DUGV_LTU,DUGV,Daugava,LTU,Lithuania,498,547,326,0,,,0,0,Agreement between the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus and the Environmental Protection Ministry of the Republic of Lithuania on cooperation in the field of environmental protection,4/14/1995,"Belarus, Lithuania",10,Russian,http://faolex.fao.org/,http://faolex.fao.org/docs/pdf/bi-21263.pdf,N.A.,Europe,Former Soviet Union,"Neman, Daugava","Daugava, Neman",1,Sets up permanent working group for the protection of transboundary watercourses and international lakes.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Daugava
351,DUGV_BLR,DUGV,Daugava,BLR,Byelarus,498,547,326,0,,,0,0,Agreement between the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus and the Environmental Protection Ministry of the Republic of Lithuania on cooperation in the field of environmental protection,4/14/1995,"Belarus, Lithuania",10,Russian,http://faolex.fao.org/,http://faolex.fao.org/docs/pdf/bi-21263.pdf,N.A.,Europe,Former Soviet Union,"Neman, Daugava","Daugava, Neman",1,Sets up permanent working group for the protection of transboundary watercourses and international lakes.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Daugava
1087,MEKO_VNM,MEKO,Mekong,VNM,Vietnam,497,546,170,209,216,382,209,209,Agreement on the cooperation for the sustainable development of the Mekong River Basin,4/5/1995,"Cambodia, Laos, Thailand, Vietnam",5,Electronic,2069 UNTS 4; 34 ILM 864,Interesting article 41 mentions donor involvement!!!,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,"There are three stages of conflict resolution. First, the commission itself. Then the dispute is referred to the governments of the Commission. Lastly, and  only unanimously, all governments can request mediation.",N,"2, 5","2, 4",4,"Flood control/relief, Water Quantity",N,N,1.8,,The treaty provides for the Joint Committee to “prepare and propose . . . Rules for Water Utilization and Inter-Basin Diversions. . . .”  Wet Season: within-basin use requires notification of the Joint Committee. Inter-basin diversion requires consultation,Y,1,-,Y,1,N,,2,"preamble, 3",Y,"preamble, Chapter 2, 4, 5","sustainable development, optimum use, prevention of waste of the waters through a dynamic and practical consensus, sovereign equality, territorial integrity, reasonable and equitable utilization",N,,N,,N,,"2, 3","5, 26",Y,"1, 9",Y,1,N,,N,,None,,None,N,1,1,1,1,N,,N,,N,,Y,Chapter 4,Mekong River Commission,Y,24,Y,24,Y,6,"1, 2","34, 35",Y,14,N,,Y,15,N,,N,,N,,Y,preamble,Y,37,N,,N,,N,None,None,Mekong
1079,MEKO_THA,MEKO,Mekong,THA,Thailand,497,546,170,209,216,382,209,209,Agreement on the cooperation for the sustainable development of the Mekong River Basin,4/5/1995,"Cambodia, Laos, Thailand, Vietnam",5,Electronic,2069 UNTS 4; 34 ILM 864,Interesting article 41 mentions donor involvement!!!,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,"There are three stages of conflict resolution. First, the commission itself. Then the dispute is referred to the governments of the Commission. Lastly, and  only unanimously, all governments can request mediation.",N,"2, 5","2, 4",4,"Flood control/relief, Water Quantity",N,N,1.8,,The treaty provides for the Joint Committee to “prepare and propose . . . Rules for Water Utilization and Inter-Basin Diversions. . . .”  Wet Season: within-basin use requires notification of the Joint Committee. Inter-basin diversion requires consultation,Y,1,-,Y,1,N,,2,"preamble, 3",Y,"preamble, Chapter 2, 4, 5","sustainable development, optimum use, prevention of waste of the waters through a dynamic and practical consensus, sovereign equality, territorial integrity, reasonable and equitable utilization",N,,N,,N,,"2, 3","5, 26",Y,"1, 9",Y,1,N,,N,,None,,None,N,1,1,1,1,N,,N,,N,,Y,Chapter 4,Mekong River Commission,Y,24,Y,24,Y,6,"1, 2","34, 35",Y,14,N,,Y,15,N,,N,,N,,Y,preamble,Y,37,N,,N,,N,None,None,Mekong
1067,MEKO_LAO,MEKO,Mekong,LAO,"Laos, People's Democratic Republic of",497,546,170,209,216,382,209,209,Agreement on the cooperation for the sustainable development of the Mekong River Basin,4/5/1995,"Cambodia, Laos, Thailand, Vietnam",5,Electronic,2069 UNTS 4; 34 ILM 864,Interesting article 41 mentions donor involvement!!!,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,"There are three stages of conflict resolution. First, the commission itself. Then the dispute is referred to the governments of the Commission. Lastly, and  only unanimously, all governments can request mediation.",N,"2, 5","2, 4",4,"Flood control/relief, Water Quantity",N,N,1.8,,The treaty provides for the Joint Committee to “prepare and propose . . . Rules for Water Utilization and Inter-Basin Diversions. . . .”  Wet Season: within-basin use requires notification of the Joint Committee. Inter-basin diversion requires consultation,Y,1,-,Y,1,N,,2,"preamble, 3",Y,"preamble, Chapter 2, 4, 5","sustainable development, optimum use, prevention of waste of the waters through a dynamic and practical consensus, sovereign equality, territorial integrity, reasonable and equitable utilization",N,,N,,N,,"2, 3","5, 26",Y,"1, 9",Y,1,N,,N,,None,,None,N,1,1,1,1,N,,N,,N,,Y,Chapter 4,Mekong River Commission,Y,24,Y,24,Y,6,"1, 2","34, 35",Y,14,N,,Y,15,N,,N,,N,,Y,preamble,Y,37,N,,N,,N,None,None,Mekong
1057,MEKO_KHM,MEKO,Mekong,KHM,Cambodia (Kampuchea),497,546,170,209,216,382,209,209,Agreement on the cooperation for the sustainable development of the Mekong River Basin,4/5/1995,"Cambodia, Laos, Thailand, Vietnam",5,Electronic,2069 UNTS 4; 34 ILM 864,Interesting article 41 mentions donor involvement!!!,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,"There are three stages of conflict resolution. First, the commission itself. Then the dispute is referred to the governments of the Commission. Lastly, and  only unanimously, all governments can request mediation.",N,"2, 5","2, 4",4,"Flood control/relief, Water Quantity",N,N,1.8,,The treaty provides for the Joint Committee to “prepare and propose . . . Rules for Water Utilization and Inter-Basin Diversions. . . .”  Wet Season: within-basin use requires notification of the Joint Committee. Inter-basin diversion requires consultation,Y,1,-,Y,1,N,,2,"preamble, 3",Y,"preamble, Chapter 2, 4, 5","sustainable development, optimum use, prevention of waste of the waters through a dynamic and practical consensus, sovereign equality, territorial integrity, reasonable and equitable utilization",N,,N,,N,,"2, 3","5, 26",Y,"1, 9",Y,1,N,,N,,None,,None,N,1,1,1,1,N,,N,,N,,Y,Chapter 4,Mekong River Commission,Y,24,Y,24,Y,6,"1, 2","34, 35",Y,14,N,,Y,15,N,,N,,N,,Y,preamble,Y,37,N,,N,,N,None,None,Mekong
68,ARAL_UZB,ARAL,Aral Sea,UZB,Uzbekistan,496,545,169,496,545,169,496,496,Resolution of the heads of states of Central Asia on work of the EC of ICAS on implementation of action plan on improvement of ecological situation in the Aral Sea Basin for the 3-5 years to come with consideration for social and economic development of the region,3/3/1995,"Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekhstan",1,Electronic,,Is resolution an agreement?,Dashkhowuz,Asia,Former Soviet Union,"Aral Sea, Syr Darya, Amu Darya",Aral Sea,2,,N.A.,0,0,2,Water Quality,N.A.,N.A.,0,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Aral Sea
61,ARAL_TKM,ARAL,Aral Sea,TKM,Turkmenistan,496,545,169,496,545,169,496,496,Resolution of the heads of states of Central Asia on work of the EC of ICAS on implementation of action plan on improvement of ecological situation in the Aral Sea Basin for the 3-5 years to come with consideration for social and economic development of the region,3/3/1995,"Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekhstan",1,Electronic,,Is resolution an agreement?,Dashkhowuz,Asia,Former Soviet Union,"Aral Sea, Syr Darya, Amu Darya",Aral Sea,2,,N.A.,0,0,2,Water Quality,N.A.,N.A.,0,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Aral Sea
55,ARAL_TJK,ARAL,Aral Sea,TJK,Tajikistan,496,545,169,496,545,169,496,496,Resolution of the heads of states of Central Asia on work of the EC of ICAS on implementation of action plan on improvement of ecological situation in the Aral Sea Basin for the 3-5 years to come with consideration for social and economic development of the region,3/3/1995,"Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekhstan",1,Electronic,,Is resolution an agreement?,Dashkhowuz,Asia,Former Soviet Union,"Aral Sea, Syr Darya, Amu Darya",Aral Sea,2,,N.A.,0,0,2,Water Quality,N.A.,N.A.,0,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Aral Sea
47,ARAL_KGZ,ARAL,Aral Sea,KGZ,Kyrgyzstan,496,545,169,496,545,169,496,496,Resolution of the heads of states of Central Asia on work of the EC of ICAS on implementation of action plan on improvement of ecological situation in the Aral Sea Basin for the 3-5 years to come with consideration for social and economic development of the region,3/3/1995,"Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekhstan",1,Electronic,,Is resolution an agreement?,Dashkhowuz,Asia,Former Soviet Union,"Aral Sea, Syr Darya, Amu Darya",Aral Sea,2,,N.A.,0,0,2,Water Quality,N.A.,N.A.,0,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Aral Sea
37,ARAL_KAZ,ARAL,Aral Sea,KAZ,Kazakhstan,496,545,169,496,545,169,496,496,Resolution of the heads of states of Central Asia on work of the EC of ICAS on implementation of action plan on improvement of ecological situation in the Aral Sea Basin for the 3-5 years to come with consideration for social and economic development of the region,3/3/1995,"Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekhstan",1,Electronic,,Is resolution an agreement?,Dashkhowuz,Asia,Former Soviet Union,"Aral Sea, Syr Darya, Amu Darya",Aral Sea,2,,N.A.,0,0,2,Water Quality,N.A.,N.A.,0,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Aral Sea
2612,YNSY_MNG,YNSY,Jenisej/Yenisey,MNG,Mongolia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Eastern Europe,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Jenisej/Yenisey
2556,PULT_MNG,PULT,Pu Lun T'o,MNG,Mongolia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Eastern Europe,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Pu Lun T'o
2496,LKUN_MNG,LKUN,Lake Ubsa-Nur,MNG,Mongolia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Eastern Europe,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Lake Ubsa-Nur
2204,YNSY_RUS,YNSY,Jenisej/Yenisey,RUS,Russia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Former Soviet Union,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Jenisej/Yenisey
1438,PULT_RUS,PULT,Pu Lun T'o,RUS,Russia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Former Soviet Union,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Pu Lun T'o
955,LKUN_RUS,LKUN,Lake Ubsa-Nur,RUS,Russia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Former Soviet Union,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Lake Ubsa-Nur
821,HRUN_RUS,HRUN,Har Us Nur,RUS,Russia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Former Soviet Union,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Har Us Nur
7,AMUR_RUS,AMUR,Amur,RUS,Russia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Former Soviet Union,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Amur
6,AMUR_MNG,AMUR,Amur,MNG,Mongolia,495,544,327,0,,,0,0,Agreement between the government of Mongolia and the government of the Russian Federation on the protection and use of transboundary waters,2/11/1995,"Mongolia, Russia",10,Russian,,,N.A.,Asia,Asia,"Amur, Jenissei, Lake Baikal, Onon, Selenga, Har Us Nur, Lake Ubsa-Nur, Pu-Lun-T'o","Amur, Har Us Nur, Lake Ubsa-Nur, Pu Lun T'o, Jenisej/Yenisey",1,Provides for qualitative protection of water resources.,N.A.,0,0,0,Water Quality,N.A.,N.A.,-1,,,,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,n.a.,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,N.A.,Amur
