BCCODE,CCODE,RBO,RIV,RIV_NAME,RBO_NAME,AGREEMENT_NAME,AGREEMENT_DATE,Continent,RIP_NAMES,RIP_NO,MEMB_NAMES,MEMB_NO,LATERALITY,INCLUSIVENESS,ISSUES_NAMES,ISSUE_TYPES,ISSUE_NO,ISSUE_SCOPE,ISSUE_BROAD,WAT_LAW_REF,WAT_LAW_PRINC,LEG_PERS,ORG_TYPE,ORG_BOD_NAMES,ORG_BOD_TYPES,ORG_BOD_NO,ORG_BOD_QUAN,SEC_EX,SEC_FUNC_NAMES,SEC_FUNC_CLASS,SEC_FUNC_NO,SEC_FUNC_QUAN,DEC_MAK_SPEC,DEC_MAK_NAMES,DEC_MAK_MEC,DEC_MAK_BIND,INF_SHAR_EX,INF_SHAR_MEC,INF_SHAR_ISSUE,INF_SHAR_LEV,INF_SHAR_RIV,DISP_RES_EX,DISP_RES_MEC,DISP_RES_TYPE_1,DISP_RES_TYPE_2,DISP_RES_LEV_1,DISP_RES_LEV_2,MON_EX,MON_MEC,MON_ISSUE,MON_SCOPE,MON_LEV,ADAP_EX,ADAP_MEC,FUND_SPEC,FUND_MEC,BUD_MEC,CST_SHAR_EX,CST_SHAR_MEC,CST_SHAR_TYPE,DON_INV_EX,DON_ID,BEN_SHAR_EX,BEN_SHAR_MEC,PUB_PART_EX,PUB_PART_MEC,PUB_PART_TYPE,EX_COOP_EX,EX_COOP_MEC,EX_COOP_PART,,Websites,,,,
RHON_CHE,CHE,FSCC,RHON,Lake Geneva ,Franco-Swiss Consultative Commission on Fishing in the Lake Geneva,Agreement regarding fishing in Lake Geneva ,1982,Europe,France; Switzerland,2,France; Switzerland,2,Bilateral,Inclusive,harmonize between the two States the provisions regarding fishing; ensure the effective protection of fish and their habitat,FISH,1,SIN,TRV,no,n/a,no,Commission,Commission (meeting of delegations),COM,1,SIN,no,n/a,n/a,n/a,n/a,.,.,.,.,yes,"States shall encourage applied research in fields of hydrobiology and fishing, in particular fish breeding, study offish diseases and their prevention, fishing economy and development offish breeding in lake",FISH,BIL,TRV,yes,"any disputes between Contracting Parties concerning interpretation or application of Agreement which cannot be settled through negotiation shall, unless the Contracting Parties arrange otherwise, be submitted at request of either Party to arbitration",NEG,EXTRIB,BIL,EXT,yes,Commission shall monitor the implementation of Agreement (compliance monitoring),FISH,COMPL,INS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
RGSA_ARG,ARG,GBBC,RGSA,Rio Grande,Rio Grande Rio Bravo Basin Coalition,.,.,Latin America,Argentina; Chile,2,Argentina; Chile,2,Bilateral,Inclusive,"water, natural resources, socioeconomic data, environmental health, watershed management, sustainable development management",ENVP; QUAL; QUAN; SOCD,4,FEW,TBR,no,n/a,no,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
RGSA_CHL,CHL,GBBC,RGSA,Rio Grande,Rio Grande Rio Bravo Basin Coalition,.,.,Latin America,Argentina; Chile,2,Argentina; Chile,2,Bilateral,Inclusive,"water, natural resources, socioeconomic data, environmental health, watershed management, sustainable development management",ENVP; QUAL; QUAN; SOCD,4,FEW,TBR,no,n/a,no,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
ELBE_DEU,DEU,GCWC,ELBE,Elbe,German Czech Boundary Waters Commission,Agreement between the Federal Republic of Germany and the Czech Republic on Cooperation in the areas of water resources management of boundary waters (Vertrag zwischen der Bundesrepublik Deutschland und der Tschechischen Republik über die Zusammenarbeit auf dem Gebiet der Wasserwirtschaft an den Grenzgewässern),1995,Europe,Austria; Czech Republic; Germany; Poland,4,Czech Republic; Germany,2,Bilateral,Non-inclusive,"improvement of water quality; joint management; cooperation on hydropower and dam projects, flood control, stream works, introduction of pollutants, measurement and hydrological data, protection of habitats",QUAL; FMGT; HYDR; ENVP,4,FEW,TRV,yes,UNCONV; UNECE,no,Commission,Commission (Kommission); Ständing Committee (Staendiger Ausschuss) ,COM; OTH,2,FEW,no,n/a,n/a,n/a,n/a,yes,decisions are taken with agreement of both delegations ,UNA,not specified,yes,cooperation includes sharing and exchange of information on water quality and quantity of shared waters and the exchange and evaluation of results of research; parties also exchange information on engineering and watercourse alterations ,QUAN; QUAL; INFR,BIL,TRV,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"each party bears costs for construction works in its territory that meet its own interests, for works of mutual interest, costs are shared based on benefits for each party",.,yes,costs for work of mutual benefit are shared according to benefits obtained for each party,KEY,no,n/a,yes,costs for works on river/construction that benefits both parties are shared according to benefits for each party (but no mechanism for calculating benefits defined),.,.,.,yes,"Zusammenarbeit mit anderen Organisationen, insbesondere ICPE und ICPO",IOs; other RBOs,,n/a,,,,
ELBE_CZE,CZE,GCWC,ELBE,Elbe,German Czech Boundary Waters Commission,Agreement between the Federal Republic of Germany and the Czech Republic on Cooperation in the areas of water resources management of boundary waters (Vertrag zwischen der Bundesrepublik Deutschland und der Tschechischen Republik über die Zusammenarbeit auf dem Gebiet der Wasserwirtschaft an den Grenzgewässern),1995,Europe,Austria; Czech Republic; Germany; Poland,4,Czech Republic; Germany,2,Bilateral,Non-inclusive,"improvement of water quality; joint management; cooperation on hydropower and dam projects, flood control, stream works, introduction of pollutants, measurement and hydrological data, protection of habitats",QUAL; FMGT; HYDR; ENVP,4,FEW,TRV,yes,UNCONV; UNECE,no,Commission,Commission (Kommission); Ständing Committee (Staendiger Ausschuss) ,COM; OTH,2,FEW,no,n/a,n/a,n/a,n/a,yes,decisions are taken with agreement of both delegations ,UNA,not specified,yes,cooperation includes sharing and exchange of information on water quality and quantity of shared waters and the exchange and evaluation of results of research; parties also exchange information on engineering and watercourse alterations ,QUAN; QUAL; INFR,BIL,TRV,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"each party bears costs for construction works in its territory that meet its own interests, for works of mutual interest, costs are shared based on benefits for each party",.,yes,costs for work of mutual benefit are shared according to benefits obtained for each party,KEY,no,n/a,yes,costs for works on river/construction that benefits both parties are shared according to benefits for each party (but no mechanism for calculating benefits defined),.,.,.,yes,"Zusammenarbeit mit anderen Organisationen, insbesondere ICPE und ICPO",IOs; other RBOs,,n/a,,,,
SLAW_CAN,CAN,GLCX,SLAW,St. Lawrence,Great Lakes Commission,Great Lakes Basin Compact ,1955,North America,Canada; US,2,Canada; US,2,Bilateral,Inclusive,"management, transportation and economic development; data and information management; environmental protection",TRAN; SOCD; ENVP; DATA,4,FEW,TBR,no,n/a,no,Commission,Board of Directors; Commissioners; Executive Director,COM; TEC; OTH,3,FEW,yes,Executive Director act as secretary-treasurer and serve at the pleasure of the Commission ,FINSERV; ADSERV,2,FEW,yes,Each state delegation shall be entitled to three votes; presence of commissioners from a majority of party states shall constitute a quorum for the transaction of business at any meeting of the Commission; actions of Commission shall be by a majority of votes cast,MAJ,not specified,yes,"Commission and its Executive Director shall make available to the party states any information within its possession and shall always provide free access to its records by duly authorized representatives of such party states; Commission has power to collect, correlate, interpret, and report on data relating to the water resources and the use thereof in the Basin or any portion thereof",.,BIL,.,no,n/a,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,yes,budget consists of contributions from member states and own funds of the Commission acquired otherwise,Commission shall submit to the executive head or designated officer of each party state a budget of its estimated expenditures for such period as may be required by the laws of that state for presentation to the legislature thereof,yes,"expenses of each commission shall be met by the state; all other expenses incurred by Commission in course of exercising powers conferred upon it by this compact, unless met in some other manner specifically provided by this compact, shall be paid by Commission out of its own funds ",OTH,no,n/a,.,.,.,.,.,.,.,.,,http://www.glc.org,,,,
SLAW_USA,USA,GLCX,SLAW,St. Lawrence,Great Lakes Commission,Great Lakes Basin Compact ,1955,North America,Canada; US,2,Canada; US,2,Bilateral,Inclusive,"management, transportation and economic development; data and information management; environmental protection",TRAN; SOCD; ENVP; DATA,4,FEW,TBR,no,n/a,no,Commission,Board of Directors; Commissioners; Executive Director,COM; TEC; OTH,3,FEW,yes,Executive Director act as secretary-treasurer and serve at the pleasure of the Commission ,FINSERV; ADSERV,2,FEW,yes,Each state delegation shall be entitled to three votes; presence of commissioners from a majority of party states shall constitute a quorum for the transaction of business at any meeting of the Commission; actions of Commission shall be by a majority of votes cast,MAJ,not specified,yes,"Commission and its Executive Director shall make available to the party states any information within its possession and shall always provide free access to its records by duly authorized representatives of such party states; Commission has power to collect, correlate, interpret, and report on data relating to the water resources and the use thereof in the Basin or any portion thereof",.,BIL,.,no,n/a,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,yes,budget consists of contributions from member states and own funds of the Commission acquired otherwise,Commission shall submit to the executive head or designated officer of each party state a budget of its estimated expenditures for such period as may be required by the laws of that state for presentation to the legislature thereof,yes,"expenses of each commission shall be met by the state; all other expenses incurred by Commission in course of exercising powers conferred upon it by this compact, unless met in some other manner specifically provided by this compact, shall be paid by Commission out of its own funds ",OTH,no,n/a,.,.,.,.,.,.,.,.,,http://www.glc.org,,,,
SLAW_CAN,CAN,GLFC,SLAW,St. Lawrence,Great Lakes Fisheries Commission,Canadian-U.S. Convention on Great Lakes Fisheries,1955,North America,Canada; US,2,Canada; US,2,Bilateral,Inclusive,"coordinates fisheries research; controls the invasive sea lamprey; facilitates cooperative fishery management among the state, provincial, tribal, and federal management agencies",FISH,1,SIN,TRV,no,n/a,.,Commission,Commission; Secretariat,COM; SEC,2,FEW,yes,"Secretariat serves as the primary interface between the Commission and those with whom the Commission interacts, directs program and business management efforts, and provides decision support on a wide range of issues",ADSERV,1,SIN,yes,each Section shall have one vote; decision or recommendaion of the Commission shall be made only with the approval of both sections,UNA,not specified,yes,Commission has duty to publish or authorize the publication of scientific and other information obtained by the Commission in the performance of its duties,FISH,INS,TRV,no,n/a,n/a,n/a,n/a,n/a,.,.,.,.,.,yes,"Contracting Parties shall jointly review in the eighth year of the operation of this Convention the activities of the Commission in relation to the objectives of the Convention in order to determine the desirability of continuing, modifying or terminating this Convention",yes,funded by US and Canadian federal governments; each Contracting Party shall determine and pay expenses of its Section; joint expenses incurred by Commission shall be paid by contributions made by Contracting Parties; form and proportion of contributions shall be those approved by the contracting Parties after Commission has made a recommendation,Commission shall submit an annual budget of anticipated joint expenses to the Contracting Parties for approval,yes,"joint expenses incurred by Commission shall be paid by contributions made by Contracting Parties; form and proportion of contributions shall be those approved by the contracting Parties; for implementation of  Integrated Management of Sea Lamprey program, US and Canada contribute 69 percent and 31 percent of GLFC's budget, respectively, to support Commission's research efforts, committee structure, communications program, other matters undertaken at Secretariat office, both US and Canada contribute equal amounts",KEY; EQL,no,n/a,.,.,yes,"Commission aims to strengthened and broadened partnerships among fish management, agencies, environmental agencies, and non-agency stakeholders",INF,yes,Commission may seek to establish and maintain working arrangements with public or private organizations for the purpose of furthering the objectives of this Convention,private sector; public sector,,http://www.glfc.org,,,,
SLAW_USA,USA,GLFC,SLAW,St. Lawrence,Great Lakes Fisheries Commission,Canadian-U.S. Convention on Great Lakes Fisheries,1955,North America,Canada; US,2,Canada; US,2,Bilateral,Inclusive,"coordinates fisheries research; controls the invasive sea lamprey; facilitates cooperative fishery management among the state, provincial, tribal, and federal management agencies",FISH,1,SIN,TRV,no,n/a,.,Commission,Commission; Secretariat,COM; SEC,2,FEW,yes,"Secretariat serves as the primary interface between the Commission and those with whom the Commission interacts, directs program and business management efforts, and provides decision support on a wide range of issues",ADSERV,1,SIN,yes,each Section shall have one vote; decision or recommendaion of the Commission shall be made only with the approval of both sections,UNA,not specified,yes,Commission has duty to publish or authorize the publication of scientific and other information obtained by the Commission in the performance of its duties,FISH,INS,TRV,no,n/a,n/a,n/a,n/a,n/a,.,.,.,.,.,yes,"Contracting Parties shall jointly review in the eighth year of the operation of this Convention the activities of the Commission in relation to the objectives of the Convention in order to determine the desirability of continuing, modifying or terminating this Convention",yes,funded by US and Canadian federal governments; each Contracting Party shall determine and pay expenses of its Section; joint expenses incurred by Commission shall be paid by contributions made by Contracting Parties; form and proportion of contributions shall be those approved by the contracting Parties after Commission has made a recommendation,Commission shall submit an annual budget of anticipated joint expenses to the Contracting Parties for approval,yes,"joint expenses incurred by Commission shall be paid by contributions made by Contracting Parties; form and proportion of contributions shall be those approved by the contracting Parties; for implementation of  Integrated Management of Sea Lamprey program, US and Canada contribute 69 percent and 31 percent of GLFC's budget, respectively, to support Commission's research efforts, committee structure, communications program, other matters undertaken at Secretariat office, both US and Canada contribute equal amounts",KEY; EQL,no,n/a,.,.,yes,"Commission aims to strengthened and broadened partnerships among fish management, agencies, environmental agencies, and non-agency stakeholders",INF,yes,Commission may seek to establish and maintain working arrangements with public or private organizations for the purpose of furthering the objectives of this Convention,private sector; public sector,,http://www.glfc.org,,,,
MEKO_KHM,KHM,GMSX,MEKO,Mekong,Greater Mekong Sub-Region,n/a,1992,Asia,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Multilateral,Inclusive,"cooperation and improvement of regional integration in sectors such as transport, energy, telecommunications, environment, human resource development, tourism, trade, private sector investment, agriculture",SOCD; TRAN; ENGY; COMM; ENVP; TOUR; TRAD; AGRI; HRDV; RINT,10,MUL,BRV,no,n/a,no,Committee,Summit; Ministerial Conference; Forums/Working Groups,MHS; CON; WEG,3,FEW,no,n/a,n/a,n/a,n/a,.,.,.,.,yes,informal via ADB/GMS with information on economic development and integration provided by ADB to member states,SOCD; INFR; RINT; TRAD; TRAN; ENGY; COMM; ENVP; TOUR; AGRI,INS,BRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,no,n/a,yes,"funded by ADB, with some implementation costs borne by countries",ADB allocation,no,n/a,n/a,yes,ADB,no,n/a,no,n/a,n/a,yes,donor relations and international cooperation via ADB,IOs (ADB and other development partners),,http://www.adb.org/gms,,,,
MEKO_CHN,CHN,GMSX,MEKO,Mekong,Greater Mekong Sub-Region,n/a,1992,Asia,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Multilateral,Inclusive,"cooperation and improvement of regional integration in sectors such as transport, energy, telecommunications, environment, human resource development, tourism, trade, private sector investment, agriculture",SOCD; TRAN; ENGY; COMM; ENVP; TOUR; TRAD; AGRI; HRDV; RINT,10,MUL,BRV,no,n/a,no,Committee,Summit; Ministerial Conference; Forums/Working Groups,MHS; CON; WEG,3,FEW,no,n/a,n/a,n/a,n/a,.,.,.,.,yes,informal via ADB/GMS with information on economic development and integration provided by ADB to member states,SOCD; INFR; RINT; TRAD; TRAN; ENGY; COMM; ENVP; TOUR; AGRI,INS,BRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,no,n/a,yes,"funded by ADB, with some implementation costs borne by countries",ADB allocation,no,n/a,n/a,yes,ADB,no,n/a,no,n/a,n/a,yes,donor relations and international cooperation via ADB,IOs (ADB and other development partners),,http://www.adb.org/gms,,,,
MEKO_LAO,LAO,GMSX,MEKO,Mekong,Greater Mekong Sub-Region,n/a,1992,Asia,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Multilateral,Inclusive,"cooperation and improvement of regional integration in sectors such as transport, energy, telecommunications, environment, human resource development, tourism, trade, private sector investment, agriculture",SOCD; TRAN; ENGY; COMM; ENVP; TOUR; TRAD; AGRI; HRDV; RINT,10,MUL,BRV,no,n/a,no,Committee,Summit; Ministerial Conference; Forums/Working Groups,MHS; CON; WEG,3,FEW,no,n/a,n/a,n/a,n/a,.,.,.,.,yes,informal via ADB/GMS with information on economic development and integration provided by ADB to member states,SOCD; INFR; RINT; TRAD; TRAN; ENGY; COMM; ENVP; TOUR; AGRI,INS,BRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,no,n/a,yes,"funded by ADB, with some implementation costs borne by countries",ADB allocation,no,n/a,n/a,yes,ADB,no,n/a,no,n/a,n/a,yes,donor relations and international cooperation via ADB,IOs (ADB and other development partners),,http://www.adb.org/gms,,,,
MEKO_MMR,MMR,GMSX,MEKO,Mekong,Greater Mekong Sub-Region,n/a,1992,Asia,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Multilateral,Inclusive,"cooperation and improvement of regional integration in sectors such as transport, energy, telecommunications, environment, human resource development, tourism, trade, private sector investment, agriculture",SOCD; TRAN; ENGY; COMM; ENVP; TOUR; TRAD; AGRI; HRDV; RINT,10,MUL,BRV,no,n/a,no,Committee,Summit; Ministerial Conference; Forums/Working Groups,MHS; CON; WEG,3,FEW,no,n/a,n/a,n/a,n/a,.,.,.,.,yes,informal via ADB/GMS with information on economic development and integration provided by ADB to member states,SOCD; INFR; RINT; TRAD; TRAN; ENGY; COMM; ENVP; TOUR; AGRI,INS,BRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,no,n/a,yes,"funded by ADB, with some implementation costs borne by countries",ADB allocation,no,n/a,n/a,yes,ADB,no,n/a,no,n/a,n/a,yes,donor relations and international cooperation via ADB,IOs (ADB and other development partners),,http://www.adb.org/gms,,,,
MEKO_THA,THA,GMSX,MEKO,Mekong,Greater Mekong Sub-Region,n/a,1992,Asia,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Multilateral,Inclusive,"cooperation and improvement of regional integration in sectors such as transport, energy, telecommunications, environment, human resource development, tourism, trade, private sector investment, agriculture",SOCD; TRAN; ENGY; COMM; ENVP; TOUR; TRAD; AGRI; HRDV; RINT,10,MUL,BRV,no,n/a,no,Committee,Summit; Ministerial Conference; Forums/Working Groups,MHS; CON; WEG,3,FEW,no,n/a,n/a,n/a,n/a,.,.,.,.,yes,informal via ADB/GMS with information on economic development and integration provided by ADB to member states,SOCD; INFR; RINT; TRAD; TRAN; ENGY; COMM; ENVP; TOUR; AGRI,INS,BRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,no,n/a,yes,"funded by ADB, with some implementation costs borne by countries",ADB allocation,no,n/a,n/a,yes,ADB,no,n/a,no,n/a,n/a,yes,donor relations and international cooperation via ADB,IOs (ADB and other development partners),,http://www.adb.org/gms,,,,
MEKO_VNM,VNM,GMSX,MEKO,Mekong,Greater Mekong Sub-Region,n/a,1992,Asia,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Cambodia; China; Laos; Myanmar; Thailand; Vietnam,6,Multilateral,Inclusive,"cooperation and improvement of regional integration in sectors such as transport, energy, telecommunications, environment, human resource development, tourism, trade, private sector investment, agriculture",SOCD; TRAN; ENGY; COMM; ENVP; TOUR; TRAD; AGRI; HRDV; RINT,10,MUL,BRV,no,n/a,no,Committee,Summit; Ministerial Conference; Forums/Working Groups,MHS; CON; WEG,3,FEW,no,n/a,n/a,n/a,n/a,.,.,.,.,yes,informal via ADB/GMS with information on economic development and integration provided by ADB to member states,SOCD; INFR; RINT; TRAD; TRAN; ENGY; COMM; ENVP; TOUR; AGRI,INS,BRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,no,n/a,yes,"funded by ADB, with some implementation costs borne by countries",ADB allocation,no,n/a,n/a,yes,ADB,no,n/a,no,n/a,n/a,yes,donor relations and international cooperation via ADB,IOs (ADB and other development partners),,http://www.adb.org/gms,,,,
CDLR_GTM,GTM,GMWC,CDLR,Candelaria,Guatemala Mexico International Boundary Water Commission,Agreement between the United Mexican States and the Republic of Guatemala on the Protection and Improvement of the Environment in Border Areas ,1987,Latin America,Guatemala; Mexico,2,Guatemala; Mexico,2,Bilateral,Inclusive,.,.,.,.,.,no,n/a,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
CDLR_MEX,MEX,GMWC,CDLR,Candelaria,Guatemala Mexico International Boundary Water Commission,Agreement between the United Mexican States and the Republic of Guatemala on the Protection and Improvement of the Environment in Border Areas ,1987,Latin America,Guatemala; Mexico,2,Guatemala; Mexico,2,Bilateral,Inclusive,.,.,.,.,.,no,n/a,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
GJLV_GTM,GTM,GMWC,GJLV,Grijalva,Guatemala Mexico International Boundary Water Commission,Agreement between the United Mexican States and the Republic of Guatemala on the Protection and Improvement of the Environment in Border Areas ,1987,Latin America,Guatemala; Mexico,2,Guatemala; Mexico,2,Bilateral,Inclusive,.,.,.,.,.,no,n/a,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
GJLV_MEX,MEX,GMWC,GJLV,Grijalva,Guatemala Mexico International Boundary Water Commission,Agreement between the United Mexican States and the Republic of Guatemala on the Protection and Improvement of the Environment in Border Areas ,1987,Latin America,Guatemala; Mexico,2,Guatemala; Mexico,2,Bilateral,Inclusive,.,.,.,.,.,no,n/a,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
GRON_FRA,FRA,GRJC,GRON,Garonne,Joint Commission on the Garonne,Convention between the Government of the French Republic and the Spanish Government concerning the management of the upper part of the Garonne (Convention entre le Gouvernement de la Republique Francaise et le Gouvernement Espagnol relative à l'aménagement du cours superieur de la Garonne),1963,Europe,Andorra; France; Spain,3,France; Spain,2,Bilateral,Non-inclusive,hydropower management on the river; water management in relation to hydropower developments,HYDR,1,SIN,TRV,.,.,.,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
GRON_ESP,ESP,GRJC,GRON,Garonne,Joint Commission on the Garonne,Convention between the Government of the French Republic and the Spanish Government concerning the management of the upper part of the Garonne (Convention entre le Gouvernement de la Republique Francaise et le Gouvernement Espagnol relative à l'aménagement du cours superieur de la Garonne),1963,Europe,Andorra; France; Spain,3,France; Spain,2,Bilateral,Non-inclusive,hydropower management on the river; water management in relation to hydropower developments,HYDR,1,SIN,TRV,.,.,.,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
TUMN_CHN,CHN,GTIX,TUMN,Tumen,Greater Tumen Initiative,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,"China, Mongolia, Russia, Korea",4,Multilateral,Inclusive,"economic development/poverty reduction; peace and stability;  cooperation in areas of energy, environment, tourism, investment, transport; environmental protection",ENVP; COMM; TRAN; IND; ENGY; TRAD; INVES,7,MUL,BRV,no,n/a,no,Committee,"Intergovernmental Meetings/Consultative Commission; Coordination Committee; National Coordinators; Secretariat; Advisory Boards (Tourism, Energy, Environment, Transport, Trade, Business)",COM; TEC; SEC; WEG; NAC,5,MUL,yes,provide administrative support; implement decisions of Consultative Commission; prepare biennial work-plans for submission to Consultative Commission; act as a liaison between public and private sectors; identify specific projects suitable for public sector financing and undertake to mobilise resources for implementation,ADSERV; EXFUN; COOR; FINSERV,4,FEW,yes,decisions of the Commission shall be made by consensus ,COS,.,.,.,.,.,.,yes,consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"valid for a period of ten years from the date of its entry into force and be renewed for successive periods of ten years, unless agreed otherwise by the parties six months in advance before the expiration of each period",yes,"Member states establish  Common Fund to cover the Secretariat’s budget (managed by UNDP), covers all other Secretariat expenses, including the post of international director, professional experts, non-professional support staff, fixed and recurrent costs through additional means",detailed annual budget will be provided by the Secretariat to the annual meeting of the Consultative Commission ,yes,"each member country contributes US$25,000 annually, remaining portion of annual budget (US$525,000) will be apportioned among three largest countries (China, ROK and Russia) based on the relative differences in size of GDP (annual contribution by one single Government should not exceed 40% (US$260,000) of the total annual contributions by all Governments) calculated annual contribution of China exceeds in this case 40% of the total annual contributions, will be cut to 40% (of US$650,000) or US$260,000)",KEY,yes,ADB; Finland; UNDP; UNEP; UNESCAP,.,.,yes,partnerships with large NGOs (WWF),INF,yes,"governments, international organisations and international financial institutions may become observers to the Commission if invited by the Contracting Parties",states; IOs,,http://www.tumenprogramme.org,,,,
TUMN_RUS,RUS,GTIX,TUMN,Tumen,Greater Tumen Initiative,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,"China, Mongolia, Russia, Korea",4,Multilateral,Inclusive,"economic development/poverty reduction; peace and stability;  cooperation in areas of energy, environment, tourism, investment, transport; environmental protection",ENVP; COMM; TRAN; IND; ENGY; TRAD; INVES,7,MUL,BRV,no,n/a,no,Committee,"Intergovernmental Meetings/Consultative Commission; Coordination Committee; National Coordinators; Secretariat; Advisory Boards (Tourism, Energy, Environment, Transport, Trade, Business)",COM; TEC; SEC; WEG; NAC,5,MUL,yes,provide administrative support; implement decisions of Consultative Commission; prepare biennial work-plans for submission to Consultative Commission; act as a liaison between public and private sectors; identify specific projects suitable for public sector financing and undertake to mobilise resources for implementation,ADSERV; EXFUN; COOR; FINSERV,4,FEW,yes,decisions of the Commission shall be made by consensus ,COS,.,.,.,.,.,.,yes,consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"valid for a period of ten years from the date of its entry into force and be renewed for successive periods of ten years, unless agreed otherwise by the parties six months in advance before the expiration of each period",yes,"Member states establish  Common Fund to cover the Secretariat’s budget (managed by UNDP), covers all other Secretariat expenses, including the post of international director, professional experts, non-professional support staff, fixed and recurrent costs through additional means",detailed annual budget will be provided by the Secretariat to the annual meeting of the Consultative Commission ,yes,"each member country contributes US$25,000 annually, remaining portion of annual budget (US$525,000) will be apportioned among three largest countries (China, ROK and Russia) based on the relative differences in size of GDP (annual contribution by one single Government should not exceed 40% (US$260,000) of the total annual contributions by all Governments) calculated annual contribution of China exceeds in this case 40% of the total annual contributions, will be cut to 40% (of US$650,000) or US$260,000)",KEY,yes,ADB; Finland; UNDP; UNEP; UNESCAP,.,.,yes,partnerships with large NGOs (WWF),INF,yes,"governments, international organisations and international financial institutions may become observers to the Commission if invited by the Contracting Parties",states; IOs,,http://www.tumenprogramme.org,,,,
